Cable ID,PwrE,HybE,RotW,FlxW,OCHand,MFHand
J2,,HybE_ErgoArmHybridplus,,,OCHand_Adams_Hand,
J2,,HybE_ErgoArmHybridplus,,,OCHand_AetherZeus,
J2,,HybE_ErgoArmHybridplus,,,OCHand_bebionic,
J2,,HybE_ErgoArmHybridplus,,,OCHand_CovviHand,
J2,,HybE_ErgoArmHybridplus,,,OCHand_Esper_Hand,
J2,,HybE_ErgoArmHybridplus,,,OCHand_Genesis_Hand,
J2,,HybE_ErgoArmHybridplus,,,OCHand_iLimbHands,
J2,,HybE_ErgoArmHybridplus,,,OCHand_Myo_Kinisi,
J2,,HybE_ErgoArmHybridplus,,,OCHand_MyoHandVariPlusSpeed,
J2,,HybE_ErgoArmHybridplus,,,OCHand_ProPlusETD_ETD2,
J2,,HybE_ErgoArmHybridplus,,,OCHand_ProPlusHand,
J2,,HybE_ErgoArmHybridplus,,,OCHand_SensorHandSpeed,
J2,,HybE_ErgoArmHybridplus,,,OCHand_SystemElectricGreifer,
J2,,HybE_ErgoArmHybridplus,,,OCHand_SystemElectricHand,
J2,,HybE_ErgoArmHybridplus,,,OCHand_TASKA,
J2,,HybE_ErgoArmHybridplus,,,OCHand_VincentEvolution3,
I0,,HybE_Espire_Classic_Plus,RotW_ElectronicWristRotator,,OCHand_AbilityHand,
I0,,HybE_Espire_Classic_Plus,RotW_ElectronicWristRotator,,OCHand_Adams_Hand,
I0,,HybE_Espire_Classic_Plus,RotW_ElectronicWristRotator,,OCHand_AetherZeus,
I0,,HybE_Espire_Classic_Plus,RotW_ElectronicWristRotator,,OCHand_bebionic,
I0,,HybE_Espire_Classic_Plus,RotW_ElectronicWristRotator,,OCHand_CovviHand,
I0,,HybE_Espire_Classic_Plus,RotW_ElectronicWristRotator,,OCHand_Esper_Hand,
